Date,ALSO3.SA,BBDC4.SA,BBSE3.SA,BMOB3.SA,INTB3.SA,ITSA4.SA,LJQQ3.SA,LWSA3.SA,MLAS3.SA,POSI3.SA,PSSA3.SA,SQIA3.SA,TOTS3.SA
2020-10-28,,80850506,6153700,,,43758999,696624.0,6326000.0,,2503800,1087600,,3828884
2020-10-29,,118969499,4792200,,,48071543,1974445.0,9364000.0,,2023800,2637600,,7250871
2020-10-30,,69347036,6052300,,,43216099,1462830.0,8339200.0,,3287100,3143600,,8247915
2020-11-03,,70121073,9994000,,,38569220,2409075.0,8978400.0,,1899300,2839200,,7869588
2020-11-04,,86799350,5424000,,,80289593,2773413.0,9862800.0,,2653000,1627000,,6709143
2020-11-05,,59907463,2917600,,,80607552,2458370.0,6375200.0,,2422800,1452000,,7697165
2020-11-06,,47718891,2813800,,,26130600,1380773.0,5712000.0,,2720100,1558400,,6521183
2020-11-09,,144734997,4606200,,,99221529,1564565.0,10661600.0,,3305800,2239800,,7195335
2020-11-10,,164328769,5325500,,,80848477,2307746.0,9980800.0,,5070500,2398800,,11966730
2020-11-11,,92258144,2956200,,,44632041,2526126.0,10210400.0,,3112800,5235600,,12943825
2020-11-12,,66495429,5909200,,,40270368,2856789.0,11142800.0,,2226400,3061600,,6415323
2020-11-13,,67209934,4304900,,,30960760,1004060.0,7723200.0,,2918200,2497000,,6207815
2020-11-16,,114690334,5509100,,,94755049,1316263.0,4425200.0,,2035200,2710600,,9241250
2020-11-17,,76666205,7109100,,,47380734,1608788.0,6827600.0,,1426000,4108600,,8009831
2020-11-18,,61293155,12776600,,,42362315,1355212.0,5320400.0,,1235200,3493400,,8087321
2020-11-19,,39838161,4445900,,,44491206,2549150.0,4625200.0,,999000,2429800,,5144308
2020-11-23,,37882196,8440400,,,41217299,1621163.0,7105600.0,,1681200,3433600,,6804678
2020-11-24,,89390444,8955300,,,52727461,2051431.0,9223200.0,,2371600,4975000,,12881472
2020-11-25,,51217848,5723500,,,41484819,1720565.0,6338000.0,,5327700,4343200,,10721177
2020-11-26,,25190627,2122200,,,37047030,1037126.0,3630400.0,,2856400,1821600,,5376577
2020-11-27,,40041804,3357700,,,51139897,1606760.0,2354000.0,,3677900,4784000,,7609450
2020-11-30,,61542657,13483600,,,85357403,6820692.0,4555600.0,,2825500,38585200,,62550409
2020-12-01,,78138775,5126000,,,52079754,1225787.0,7663200.0,,1481300,6089400,,9794606
2020-12-02,,54318715,3527300,,,25773077,1139875.0,3963600.0,,1804700,3292400,,8147970
2020-12-03,,66249678,3890000,,,56318016,1506546.0,3844800.0,,3846500,4236400,,10433873
2020-12-04,,48098226,3025400,,,31624057,1471959.0,2814000.0,,1547800,6618800,,6852896
2020-12-07,,42097352,4496400,,,35059367,2249829.0,3907200.0,,2284700,4399200,,4752748
2020-12-08,,41379459,3127400,,,32336875,1206312.0,2576000.0,,1203000,5237000,,5349611
2020-12-09,,39119300,3276200,,,25823647,1477334.0,10169200.0,,1567700,3661400,,3976345
2020-12-10,,74726938,4105300,,,49770333,1563347.0,7894000.0,,1643700,3688400,,5531758
2020-12-11,,48451667,4979100,,,20557359,1417998.0,7483200.0,,935400,3519600,,6584638
2020-12-14,,36431285,3293800,,,21623246,1031243.0,7592800.0,,3525900,2707000,,6625238
2020-12-15,,33169730,2926900,,,29975836,1453295.0,3889600.0,,1339000,3748200,,7235534
2020-12-16,,57006367,5307400,,,38016757,1876159.0,3015600.0,,941700,2644800,,6860514
2020-12-17,,45968142,3054900,,,22171386,2225587.0,7016400.0,,1258200,2106600,,8963770
2020-12-18,,54097164,4925600,,,23657156,5724431.0,6560800.0,,1194800,1931600,,7812949
2020-12-21,,66521686,3113800,,,29055107,2095046.0,6579600.0,,1715200,2675000,,4333421
2020-12-22,,38527126,2011100,,,22601095,979108.0,5668400.0,,1081100,1064800,,5488853
2020-12-23,,31883742,2086500,,,36152372,1301555.0,6327200.0,,944300,1477200,,3015791
2020-12-28,,45444938,2205000,,,16853220,1088146.0,3862800.0,,802300,1426800,,2457824
2020-12-29,,26853167,2704700,,,20978290,1565985.0,4726000.0,,801200,1397600,,3839911
2020-12-30,,26660051,3015900,,,31375140,5013505.0,8790400.0,,690300,1608000,,5430810
2021-01-04,,48196357,3863400,,,51273395,1696729.0,8478400.0,,881800,1839800,,5443040
2021-01-05,,47107478,4482500,,,36254428,1112590.0,5420000.0,,2430500,1741800,,4441586
2021-01-06,,73317409,4313400,,,40608240,1635465.0,4169200.0,,1037700,2635400,,5526344
2021-01-07,,56545599,6096400,,,52563176,1343548.0,3968000.0,,1404700,3196600,,3330663
2021-01-08,,60861427,5151200,,,34113877,1068671.0,4412000.0,,1632700,4758400,,8448005
2021-01-11,,44169961,4386700,,,31942015,1082567.0,14864800.0,,675400,2235200,,7402342
2021-01-12,,46567697,5857100,,,26306938,1885288.0,16836800.0,,941700,1803200,,5405248
2021-01-13,,56170741,3692400,,,34317988,1038242.0,14865600.0,,673300,2451400,,3313521
2021-01-14,,72262168,3658000,,,27735195,2567611.0,10321200.0,,621600,2811600,,2606688
2021-01-15,,53980036,3175400,,,41034935,593469.0,7665600.0,,680800,1739000,,3071728
2021-01-18,,51058007,2766600,,,22664765,791664.0,6176000.0,,617700,1834000,,2406799
2021-01-19,,38386524,4168400,,,30065184,580790.0,7234000.0,,461600,5783600,,7655663
2021-01-20,,41861039,2759000,,,30456900,1259563.0,3847600.0,,918200,1621200,,4004414
2021-01-21,,43414921,5688100,,,53899072,902731.0,9161200.0,,1228400,2832600,,4183654
2021-01-22,,49504004,3785200,,,36486313,949896.0,8141200.0,,1249300,1786400,,5004967
2021-01-26,,70337058,6083100,,,53384469,3656365.0,9284400.0,,1256300,2490800,,5184707
2021-01-27,,79338490,5938100,,,41591067,2077296.0,13454400.0,,2230400,2337600,,5563836
2021-01-28,,62478350,5660000,,,34633326,1518312.0,11516800.0,,1508100,3512400,,4891689
2021-01-29,,67913428,5390800,,,40510114,1728781.0,4365200.0,,1453900,1725200,,4060953
2021-02-01,,54510500,6172500,,,44795802,3528563.0,5036600.0,,1113900,1180400,,3632402
2021-02-02,,82720803,3808700,,,100707691,3168890.0,4652100.0,,1075100,1124600,,9009582
2021-02-03,,45415172,3343100,,,35906207,1984791.0,3508000.0,,699900,1413600,,3900159
2021-02-04,,114781326,2257200,,,43197627,3367187.0,4333400.0,,541800,2158400,,3920809
2021-02-05,,49424023,3721700,,,24539893,1233090.0,5360000.0,,556000,5993000,,2134932
2021-02-08,,30201237,6880200,,4609700.0,34082435,1373064.0,6007200.0,,1350200,4343200,,4768587
2021-02-09,,54631621,7986900,,3077700.0,35257714,2306326.0,8540500.0,,2176400,2515600,,4719467
2021-02-10,,34475320,4173000,,2997900.0,42330349,3447216.0,12875400.0,,1100900,1860800,,7095992
2021-02-11,,29089005,3325100,5116000.0,3171100.0,19392168,1484333.0,14976600.0,,768700,3458200,,11430014
2021-02-12,,26965092,2842800,1484400.0,1712100.0,28487447,4236953.0,6840300.0,,876700,935000,,7385100
2021-02-17,,20858827,4161700,943200.0,475200.0,43113781,2220820.0,11107200.0,,2577500,976800,,4781018
2021-02-18,,58438039,5373100,1312800.0,1094200.0,57906889,1835790.0,10590400.0,,1700500,1528400,,5019101
2021-02-19,,36792107,5721800,1339100.0,801900.0,38356593,1745719.0,21335200.0,,1107000,849400,,5830590
2021-02-22,,104356450,8177100,1349700.0,1230800.0,87878141,2270521.0,12742800.0,,1767500,2132400,,6745633
2021-02-23,,58129852,6893400,3612800.0,666400.0,83480048,997568.0,8180800.0,,1646800,3545400,,6305354
2021-02-24,,43288839,5415800,3475200.0,1653300.0,50153271,1201646.0,7521800.0,,934000,2254400,,5517723
2021-02-25,,43365553,4021300,3789400.0,1027400.0,64478285,1806983.0,10412700.0,,1955900,2527600,,4920058
2021-02-26,,69104310,5707200,2462600.0,1246700.0,55658256,1543366.0,8530800.0,,3752900,3061400,,6099249
2021-03-01,,70533925,5187800,1040700.0,925900.0,54351052,1244957.0,6000200.0,,3333500,1998400,,4953841
2021-03-02,,86893609,7551400,1205100.0,810400.0,61710072,1449948.0,11479400.0,,2766600,2554800,,4759866
2021-03-03,,68702348,13186400,1719200.0,1753000.0,72671045,2619543.0,16107300.0,,1633900,2550200,,4425145
2021-03-04,,87727541,16428800,1903500.0,1469800.0,76056703,5605656.0,12592800.0,,1437300,1732400,,6073886
2021-03-05,,94742879,16334200,1438700.0,923200.0,43621702,3964207.0,11938200.0,,856300,1992800,,5697163
2021-03-08,,70396348,13887600,1801400.0,610900.0,50121174,3551892.0,15312800.0,,1406200,2452400,,6403093
2021-03-09,,51552413,12192600,2691400.0,878100.0,37973917,2306224.0,12512000.0,,1038900,3762400,,10271174
2021-03-10,,68433970,16502000,4271100.0,2441200.0,54918319,2579377.0,10949100.0,,1143300,2324600,,16598382
2021-03-11,,69172433,5457000,1100300.0,1284900.0,37528487,2631918.0,16720100.0,,1185900,3069800,,8835555
2021-03-12,,53786436,11417100,2120900.0,814600.0,24271587,1977488.0,13890500.0,,2658000,1044000,,5024314
2021-03-15,,37805845,3765100,430400.0,1845700.0,24727890,1835587.0,8225300.0,,2300500,1236200,,5255982
2021-03-16,,37929628,6113200,951900.0,980800.0,25574468,2384427.0,13796300.0,,11369800,1362800,,6189971
2021-03-17,,73650280,5838600,686800.0,865100.0,34693066,2627150.0,10658500.0,,7773900,2427400,,5224906
2021-03-18,,109927895,9370300,1160400.0,712200.0,44018920,4092821.0,9712000.0,,5432500,3024400,,4694706
2021-03-19,,96725464,10463500,1137600.0,903700.0,60778207,1204182.0,11339700.0,,9220700,3504200,,5511308
2021-03-22,,56779734,4196800,451300.0,1105200.0,39567114,1079828.0,5612800.0,,8235100,2645800,,3520528
2021-03-23,,44842358,3456900,925500.0,5820500.0,28071232,1527847.0,8578000.0,,4999700,3008400,,3400334
2021-03-24,,48280210,4700100,1136200.0,2566500.0,31197885,1318190.0,6012200.0,,5992100,2337000,,2957147
2021-03-25,,66434203,4296300,2237000.0,3640800.0,32532864,855971.0,8156200.0,,5737200,2142200,,3792996
2021-03-26,,48706372,5279800,725300.0,1078600.0,27842622,893196.0,8662900.0,,6576400,1404000,,3762822
2021-03-29,,50369880,3503800,813900.0,741900.0,24099703,756975.0,9336500.0,,14510300,1389000,,4882266
2021-03-30,,45199308,5407300,2399500.0,1236600.0,29456518,1167059.0,9653800.0,,12090400,1983600,,5172878
2021-03-31,,48801357,10117600,735900.0,1295900.0,39854154,1610614.0,7641900.0,,8352100,1762200,,4102555
2021-04-01,,61328003,5868100,272900.0,3703000.0,28331546,1528354.0,15547900.0,,14669500,2056200,,4817908
2021-04-05,,39431722,4427200,641300.0,1393700.0,24379014,2467499.0,6315900.0,,10310400,1546200,,3291066
2021-04-06,,36674979,13292900,735400.0,621500.0,24600419,1199111.0,9874100.0,,24830400,3115000,,3759714
2021-04-07,,40372497,4535600,750200.0,1251200.0,30245583,777261.0,6700500.0,,12837500,1637200,,4909533
2021-04-08,,38028364,4082000,2047300.0,579700.0,32167874,1863379.0,11302900.0,,9029300,1809200,,3783072
2021-04-09,,38960911,3591300,596500.0,1826900.0,33328218,865810.0,10318500.0,,8521200,2005200,,3411160
2021-04-12,,27353018,3101000,580700.0,1702300.0,26606293,700986.0,8414100.0,,8430300,1789200,,3524739
2021-04-13,,34344035,8307900,1048600.0,870800.0,41395995,726850.0,11933200.0,,8603500,2684000,,3093081
2021-04-14,,50114933,6477800,853500.0,1446300.0,44269016,825745.0,7467600.0,,17666100,2408200,,4175834
2021-04-15,,33300410,4247900,1764300.0,2430200.0,33375774,912164.0,6908200.0,,17700800,1464600,,3684029
2021-04-16,,33964942,4500300,2422900.0,1012500.0,24305256,1094333.0,3960900.0,,18336200,1673200,,3084259
2021-04-19,,34552870,8609800,1159000.0,1129100.0,31122293,2626643.0,5437600.0,,16783900,4940200,,4182150
2021-04-20,,29159900,4657700,450500.0,963300.0,31925770,1530180.0,5610000.0,,12899100,1490000,,2738512
2021-04-22,,29729150,5994600,552800.0,644000.0,36627410,920785.0,16497600.0,,19842400,1506800,,2587842
2021-04-23,,25618340,11378200,834900.0,1143200.0,35735240,1113098.0,9777500.0,,12700500,1306400,,2854897
2021-04-26,,39296070,8576800,960900.0,794900.0,24937766,928494.0,5185700.0,,8624800,1231600,,3217686
2021-04-27,,42098650,15773700,700600.0,1149600.0,32171542,968052.0,3607400.0,,18119200,1434200,,2853995
2021-04-28,,62279250,8942500,672200.0,644600.0,71263619,1284819.0,5042500.0,,14148800,1322000,,3203451
2021-04-29,,38657630,8171000,1546600.0,1691000.0,40243905,2669041.0,4185000.0,,7254000,876000,,3869885
2021-04-30,,63985680,9022600,1011000.0,543100.0,56540731,2185218.0,21657300.0,,5652800,3276400,,4315677
2021-05-03,,56953380,6512300,655600.0,1456100.0,39029585,1468409.0,12448300.0,,8518300,4908800,,8312273
2021-05-04,,54545480,6500700,724700.0,1046400.0,78737402,2566799.0,7460500.0,,12748400,2697600,,7798313
2021-05-05,,69076920,6047500,434400.0,1406400.0,45526437,1754747.0,6179100.0,,8328500,2834800,,5498075
2021-05-06,,48443120,6663000,445900.0,1186200.0,32779815,1857192.0,6889300.0,,4014500,2247600,,6748540
2021-05-07,,39517720,5791600,527200.0,705800.0,31558028,2677866.0,8865000.0,,2819600,2399400,,6797059
2021-05-10,,60087170,3662600,754500.0,1553500.0,40227397,2097987.0,16037100.0,,18813500,1198600,,4931186
2021-05-11,,43745350,7265100,1018900.0,1684300.0,39349901,1784770.0,14993200.0,,10216300,3520800,,7740371
2021-05-12,,47810290,6303200,1679000.0,2194400.0,30317376,1953145.0,9065700.0,,9070100,2165400,,6798763
2021-05-13,,37995870,5437700,1210300.0,916000.0,49716750,4315359.0,13296100.0,,17470700,2722200,,2515064
2021-05-14,,42070930,5008900,7012500.0,1704600.0,43396629,2661332.0,7438000.0,,8412100,1408800,,1798608
2021-05-17,,28853990,2610100,2348200.0,756300.0,36707325,1260273.0,4662000.0,,8892500,1520400,,2336326
2021-05-18,,47018290,3034700,2215800.0,1334700.0,24759987,1355415.0,5451700.0,,11327600,2432600,,3634207
2021-05-19,,31737860,4957400,2252100.0,1999300.0,27617418,640229.0,6328400.0,,12328100,1318400,,3010378
2021-05-20,,35715570,3952800,1133900.0,5039100.0,37110570,1178723.0,5347100.0,,10477400,1106400,,4094034
2021-05-21,,60487790,4956900,1226900.0,2413400.0,24373643,913280.0,5019500.0,,5268700,2034600,,3119245
2021-05-24,,25234770,3855000,984500.0,2509800.0,34698831,1256622.0,8185500.0,,10144100,930200,,3435319
2021-05-25,,25695010,4848900,589500.0,1213000.0,38363275,1697337.0,7155800.0,,5350300,1429000,,2870435
2021-05-26,,42588260,4656900,565600.0,3946700.0,30137632,2609806.0,10942300.0,,17966800,1972800,,2862415
2021-05-27,,76937740,6368700,1842600.0,2450500.0,77267747,3117668.0,8465700.0,,13821800,3029600,,3484941
2021-05-28,,30718600,3838100,817700.0,2411700.0,27893846,2541543.0,4632000.0,,11223000,1641200,,1749788
2021-05-31,,16464250,2999000,376800.0,3740500.0,19951968,1553407.0,5041100.0,,10760300,1100800,,2784023
2021-06-01,,54375970,7609600,760500.0,5363600.0,51185488,2733551.0,13127600.0,,8633200,4303400,,4459229
2021-06-02,,72726170,8823100,953100.0,2415800.0,82423987,2791468.0,9442000.0,,18059600,2404800,,3135184
2021-06-04,,40250650,4348000,3506800.0,1823300.0,56812705,1997774.0,8549800.0,,9164500,1583600,,4493713
2021-06-07,,37756180,5069300,764000.0,1870100.0,50887051,1763165.0,3941400.0,,19136600,3579400,,3977749
2021-06-08,,34704120,4723500,484200.0,2177400.0,47471785,2252669.0,5550300.0,,9366400,1580800,,4006519
2021-06-09,,52013830,5416300,1658500.0,1018100.0,67951195,663558.0,5862100.0,,10066900,1536200,,2462936
2021-06-10,,35655950,5218900,1132600.0,797300.0,32345653,953040.0,11738300.0,,10312700,1560600,,2067968
2021-06-11,,39460080,6126100,375500.0,1338600.0,27628554,1159553.0,4324200.0,,5555500,1730200,,1771241
2021-06-14,,28142400,6037300,1095500.0,2236300.0,22785293,3272248.0,9403800.0,,7019500,1751800,,2032080
2021-06-15,,18155060,7866300,476600.0,1896900.0,25199390,1955376.0,7731300.0,,5384500,1742600,,2749539
2021-06-16,,72971470,8617800,715000.0,2156700.0,71438777,1623699.0,9556700.0,,6017500,2362200,,6467952
2021-06-17,,34797730,5092600,707200.0,946300.0,38973513,1700583.0,8969200.0,,9155300,2242200,,3713100
2021-06-18,,35541330,6467600,455300.0,2685600.0,42510617,3358870.0,10326900.0,,8795700,1550600,,6316381
2021-06-21,,28258890,5195600,781300.0,1177900.0,28605747,1633537.0,8507600.0,,4318900,1791000,,2730793
2021-06-22,,43905180,5243800,715000.0,2109600.0,89093247,1581706.0,5413900.0,,5565900,1806800,,3593708
2021-06-23,,30743570,7326800,780500.0,1154100.0,47259420,1523790.0,4558600.0,,4630100,891400,,3035038
2021-06-24,,23603690,5502100,1614600.0,743900.0,30174970,1830414.0,7328000.0,,12934200,1996400,,3110223
2021-06-25,,30688680,5723400,609300.0,1296100.0,67150077,1759818.0,6463300.0,,9211400,2774000,,4353871
2021-06-28,,32689800,5170900,759200.0,862700.0,76021330,2242424.0,7881800.0,,5727100,2498000,,6314677
2021-06-29,,33584870,4772400,1111900.0,1643800.0,32835625,1349329.0,9230100.0,,5517100,2315400,,3725531
2021-06-30,,43697390,8455400,1149300.0,2168100.0,36394869,2478352.0,7633100.0,,6478000,2455400,,5179695
2021-07-01,,38459520,3589600,782700.0,1877400.0,34110340,2352375.0,6908600.0,,6124200,3234800,,6484292
2021-07-02,,39391330,3775600,1074100.0,958900.0,32558018,2273361.0,5557300.0,,5368000,3603800,,3092880
2021-07-05,,19020650,2864800,710300.0,1843300.0,15571300,717417.0,5525200.0,,3036600,1028400,,2038797
2021-07-06,,34748560,4504100,831900.0,1170900.0,35662269,1349938.0,5539600.0,,6992600,1222800,,2266354
2021-07-07,,33947100,9167800,1267200.0,1083000.0,27630650,2424492.0,7258400.0,,4750400,1915000,,4023762
2021-07-08,,71023700,5131100,504400.0,1228900.0,90682513,2537587.0,8563300.0,,12754700,2188600,,2917851
2021-07-12,,34999910,4079600,564700.0,1371800.0,32066997,2233600.0,6726100.0,,5656700,1567600,,2280589
2021-07-13,,35166230,8892700,580500.0,608800.0,43994552,1280762.0,3822500.0,,4648900,1647200,,4137942
2021-07-14,,68463230,8402400,383800.0,1435000.0,42277945,1510401.0,8595400.0,,10057400,1990600,,2388053
2021-07-15,,36420670,5732100,394600.0,1327300.0,25717137,1473784.0,3804600.0,,5503000,2147200,,2779011
2021-07-16,,37051630,5914500,259400.0,755600.0,27120633,1359979.0,3984800.0,,4498500,2046200,,2907025
2021-07-19,,47496240,6051300,546900.0,1301200.0,22416766,2094437.0,7256700.0,,4237100,2542800,,3289763
2021-07-20,,50840460,11891800,268800.0,743500.0,22978400,1157828.0,5376300.0,,4530400,2303200,,3068621
2021-07-21,,31971500,4266200,679700.0,2243300.0,15350812,1316871.0,4014100.0,,9513600,1965800,,2816503
2021-07-22,,29645220,7895200,2065900.0,1049700.0,12172934,1212499.0,12153700.0,26601400.0,6594500,1545400,,3883919
2021-07-23,,35162490,9979200,1266000.0,763400.0,16407266,1084393.0,4041900.0,9563700.0,4001200,1605800,,1696157
2021-07-26,,33585200,5183500,1728800.0,1452300.0,17267207,2195259.0,5653100.0,4349400.0,15325400,1447800,,2235679
2021-07-27,,39891170,8928900,1296300.0,1393800.0,19302034,1302570.0,6954600.0,5391500.0,14301300,1732200,,5245456
2021-07-28,,52118660,13476400,732100.0,1621100.0,39406104,1126689.0,6300600.0,2876700.0,7051000,1764200,,5204355
2021-07-29,,35160180,4113800,544800.0,2915700.0,24564784,1290804.0,4039500.0,5874100.0,11646300,1479400,,4485393
2021-07-30,,40227000,6161500,921000.0,4473500.0,37184590,1141498.0,5040500.0,3647300.0,7796400,5548400,,3105311
2021-08-02,,48047120,11382600,857600.0,2756100.0,51773455,1392336.0,3985600.0,1864000.0,7827000,3858000,,5152428
2021-08-03,,59400990,16671400,1056300.0,1046800.0,43972412,1411202.0,5773900.0,1120100.0,8022200,3444000,,4155485
2021-08-04,,108007020,7033200,1976900.0,945900.0,24407181,1859220.0,3492800.0,1358100.0,4043400,2367600,,4701222
2021-08-05,,69889160,4620300,942000.0,1098700.0,35671308,4247299.0,4314600.0,1765400.0,5658200,3254000,,7824978
2021-08-06,,50173090,3662200,462200.0,1311900.0,33941338,3381489.0,4504800.0,881800.0,4163000,2338200,,3602629
2021-08-09,,38625510,3857500,626000.0,1305900.0,27515231,4687000.0,5685000.0,671800.0,5374200,1488200,,2813295
2021-08-10,,38955290,7515000,702000.0,806500.0,31934416,2449343.0,4108900.0,1066800.0,4021600,2075400,,3261794
2021-08-11,,30339760,9075300,1272300.0,988100.0,36508978,1564767.0,7034100.0,2730200.0,14885400,5297400,,3666285
2021-08-12,,40036700,7468100,952800.0,2323600.0,40164644,1752617.0,9073800.0,2909200.0,6747900,4058600,,3976847
2021-08-13,,42676590,6190100,2051800.0,1980800.0,38422884,1586169.0,7768100.0,3373800.0,7475800,3172800,,3560226
2021-08-16,,31897250,8926100,1885700.0,4413800.0,27426407,3041595.0,9362300.0,5244100.0,6682000,7027000,,3400434
2021-08-17,,45561120,7195500,2069300.0,3396300.0,52493741,2741361.0,13538300.0,13351100.0,9512800,7483200,,4361088
2021-08-18,,46310550,5919700,1853100.0,3957300.0,80983284,3166050.0,13228900.0,3497000.0,5376400,4763600,,4938103
2021-08-19,,56256860,7134400,1085000.0,2295000.0,35725284,2385746.0,10169800.0,4979100.0,4444300,3364600,,5309313
2021-08-20,,31478480,5037700,1241400.0,2427900.0,43527113,1394770.0,6951500.0,4016600.0,5331900,2099000,,3296178
2021-08-23,,31936080,5936000,1332700.0,1022700.0,32878334,1996861.0,4394100.0,570800.0,5292700,4593200,,2941409
2021-08-24,,40907240,4857000,1060800.0,1216300.0,26624241,1877275.0,4398500.0,1767200.0,7721200,3164000,,3376575
2021-08-25,,20103600,4637000,751400.0,2907800.0,17470664,992497.0,5094100.0,1134100.0,9031600,2962400,,4294425
2021-08-26,,33102630,5068800,711800.0,2941100.0,27684101,998887.0,5868700.0,523000.0,10799700,1608000,,4733401
2021-08-27,,22746900,4459300,595500.0,2638600.0,25431145,1037735.0,3157600.0,1770100.0,9049500,1974800,,2797155
2021-08-30,,22814990,4897700,634800.0,1549800.0,19198930,1406942.0,2157800.0,1636100.0,5321100,2106000,,2436171
2021-08-31,,35247850,11949300,1735400.0,1662400.0,62162052,1289688.0,5526100.0,1532400.0,8016800,4324200,,5377179
2021-09-01,,26944060,8142200,470100.0,2020600.0,29395599,1955782.0,6292500.0,1493500.0,7748300,4013600,,6442690
2021-09-02,,42032980,9178500,601600.0,1211200.0,41121270,3005892.0,5233400.0,1171700.0,10797500,2427800,,3864170
2021-09-03,,48821960,9393500,1866600.0,2843300.0,86805573,1648346.0,5867700.0,503700.0,8390100,4467200,,5297183
2021-09-06,,17038560,2152700,419100.0,1039200.0,51955951,1170507.0,2904300.0,994800.0,4412900,1355200,,1471005
2021-09-08,,58961320,7641400,704500.0,1754400.0,74431278,1927584.0,7296400.0,916600.0,11944300,2899400,,6160198
2021-09-09,,76710590,7399100,1975800.0,1981200.0,74467829,1800390.0,4928500.0,1987400.0,12647900,2751800,,4000906
2021-09-10,,55216260,7874800,1099000.0,4032900.0,28060751,1373774.0,4921600.0,2053700.0,13473300,1694600,,3936347
2021-09-13,,41682960,6297400,630900.0,3012400.0,26976785,1030026.0,4198000.0,1356900.0,5785500,2384400,,3510700
2021-09-14,,36636930,4130700,766700.0,2135100.0,44825147,1204791.0,12007500.0,4243000.0,7073300,2389000,,2913200
2021-09-15,,18948050,4397500,512100.0,2328000.0,27997474,1195053.0,5792800.0,3925500.0,4134000,4669400,,3069300
2021-09-16,,74356480,4065700,566900.0,1403800.0,91450748,1235828.0,4220500.0,1674900.0,4925800,3057600,,1907700
2021-09-17,,88977020,6946200,698800.0,2917600.0,62888233,2533631.0,7563500.0,1014600.0,6465200,4870800,,4145900
2021-09-20,,83070790,4508700,1123400.0,2721300.0,71799968,1677558.0,3817000.0,2189700.0,7022900,3292000,,2797700
2021-09-21,,54100090,2981300,753200.0,3825400.0,47609475,913990.0,3258300.0,901900.0,5187600,3318000,,3213400
2021-09-22,,42577590,3196300,750300.0,3791400.0,56248581,1926367.0,3945200.0,1768000.0,6501700,2828000,,6548300
2021-09-23,,51252410,5932100,475700.0,2193900.0,66013576,2750997.0,4766100.0,6170700.0,7000800,1869400,,4835200
2021-09-24,,44736120,5855600,555200.0,1336700.0,42999541,1234104.0,4084000.0,1418600.0,5051200,1989800,,6379100
2021-09-27,,89182170,5882800,690200.0,1761900.0,59387419,1676138.0,7991500.0,1334400.0,5981400,1869600,,5048500
2021-09-28,,109024520,9803900,1263800.0,1337600.0,85255347,1864697.0,8687200.0,2501100.0,8468900,2866200,,5090200
2021-09-29,,63995360,10865300,1154200.0,1374200.0,62434943,1739938.0,5162200.0,2694900.0,6031500,1983600,,6357700
2021-09-30,,77271700,7396500,471700.0,1945000.0,70019953,1908312.0,8421200.0,1761100.0,4766400,3165800,,4989100
2021-10-01,,46504920,3987100,673500.0,1360100.0,47380472,2112086.0,6159600.0,1423800.0,5646600,4045600,,3119300
2021-10-04,,42585840,6951100,452300.0,2531600.0,44997424,1769758.0,4096400.0,1632200.0,2786100,2470200,,5617500
2021-10-05,,35939200,6462600,422500.0,3804700.0,50910763,1680195.0,5508200.0,3977800.0,3998300,3014400,,4686700
2021-10-06,,38029200,8951300,1804400.0,3430300.0,48052940,1984892.0,11786400.0,25184400.0,3333400,4327800,,3905100
2021-10-07,,63955540,6771000,516000.0,2542600.0,40900127,1753124.0,4499300.0,4649800.0,3675300,5869200,,2553600
2021-10-08,,75912210,5314100,634000.0,1449200.0,50150782,1671371.0,4205900.0,1837200.0,4001700,3135800,,4048600
2021-10-11,,39408270,4407200,734100.0,1412700.0,39117492,1723709.0,4515600.0,829300.0,3866400,2518400,,3978100
2021-10-13,,51281670,7657600,1724600.0,1789400.0,36672084,6668140.0,7798300.0,1226000.0,4120900,2149000,,3287500
2021-10-14,,49092780,7013600,528400.0,1739600.0,46044314,3515174.0,4049000.0,1526500.0,5872300,3050800,,2587800
2021-10-15,,64975020,4630300,770800.0,696400.0,42411836,2338682.0,3773700.0,799500.0,3327400,2164800,,1956700
2021-10-18,,40842340,4367800,1814800.0,825100.0,30860407,3486064.0,4953900.0,974200.0,3846200,1738200,,2213300
2021-10-19,,49452260,5938100,1857200.0,1187000.0,58700147,3719354.0,7827900.0,939400.0,3279400,4886400,,3481700
2021-10-20,,53331080,4302000,2010400.0,1327400.0,37264636,2736188.0,8770900.0,4979800.0,6249500,3334800,,3635700
2021-10-21,,63172340,12391000,2707100.0,3032200.0,63425762,3361811.0,7537000.0,1869300.0,4941100,7102500,,5030500
2021-10-22,,85791750,13063100,6205900.0,2115200.0,86302630,6305932.0,19306700.0,4526800.0,8836500,5536600,,6620300
2021-10-25,,27476570,10325000,2322900.0,1332600.0,28778155,3370839.0,8533800.0,1638400.0,5410600,2454100,,5128300
2021-10-26,,40538850,5159700,1670300.0,865700.0,32284864,2372357.0,6977700.0,4370900.0,4910200,1579700,,5070000
2021-10-27,,31750950,5737100,930600.0,2201300.0,26000509,1867030.0,6275300.0,4211900.0,3532100,1674900,,4343000
2021-10-28,,29216880,4222500,1043700.0,6099300.0,31249765,3878802.0,5956400.0,1959300.0,6226500,3859900,,3975200
2021-10-29,,30768100,6367900,1687400.0,2553600.0,41546262,3098802.0,6245900.0,1510600.0,3935000,1951700,,3145300
